SO2,CO,PM10,No2,O3,PM2.5
2,3,14,43,31,16
5,3,14,43,23,29
0,3,14,43,17,24
5,3,14,42,34,29
2,3,14,42,31,26
5,3,14,42,22,30
2,3,14,40,32,25
2,3,14,40,31,18
2,3,14,38,26,19
8,3,14,38,23,33
2,3,14,37,32,31
5,3,14,37,31,19
8,3,14,37,31,19
10,3,14,37,22,
2,3,14,37,19,6
2,3,14,35,50,36
2,3,14,35,33,14
2,3,14,35,27,16
2,3,14,35,27,30
2,3,14,35,25,31
2,3,14,33,58,24
5,3,14,33,44,20
2,3,14,33,38,29
2,3,14,33,33,23
2,3,14,33,31,26
5,3,14,33,30,28
5,3,14,32,43,30
2,3,14,32,36,27
5,3,14,32,33,26
2,3,14,32,32,11
2,3,14,30,45,42
2,3,14,30,43,16
5,3,14,30,42,28
2,3,14,30,37,30
2,3,14,30,37,22
2,3,14,30,36,21
2,3,14,30,35,25
2,3,14,30,34,19
2,3,14,30,31,15
2,3,14,30,30,31
2,3,14,30,27,16
2,3,14,30,26,31
2,3,14,30,24,24
2,3,14,30,23,42
5,3,14,28,45,36
5,3,14,28,41,33
8,3,14,28,30,29
2,3,14,28,28,16
5,3,14,28,26,32
5,3,14,27,46,27
2,3,14,27,44,30
2,3,14,27,40,19
5,3,14,27,33,18
0,3,14,27,31,23
2,3,14,27,25,18
2,3,14,25,58,22
5,3,14,25,45,25
2,3,14,25,40,36
2,3,14,25,37,18
2,3,14,25,36,22
2,3,14,25,33,41
5,3,14,25,33,31
2,3,14,25,30,24
2,3,14,25,26,18
5,3,14,25,24,14
8,3,14,23,44,21
2,3,14,23,40,27
2,3,14,23,36,27
0,3,14,23,32,26
8,3,14,23,19,44
2,3,14,22,50,43
0,3,14,22,39,26
2,3,14,22,34,16
0,3,14,22,28,17
8,3,14,22,13,13
2,3,14,20,45,30
2,3,14,20,37,39
2,3,14,20,35,26
5,3,14,20,18,15
2,3,14,18,80,20
0,3,14,18,43,26
5,3,14,18,42,28
2,3,14,18,38,28
5,3,14,18,38,30
0,3,14,18,33,21
2,3,14,17,46,33
2,3,14,17,43,28
2,3,14,17,43,28
5,3,14,17,32,35
18,3,14,17,31,27
12,3,14,17,13,17
0,3,14,15,40,15
2,3,14,15,32,31
2,3,14,15,30,27
5,3,14,13,51,30
2,3,14,13,44,37
2,3,14,13,43,26
2,3,14,13,43,15
2,3,14,13,32,11
8,3,14,12,42,30
2,3,14,12,37,31
2,3,14,12,34,26
0,3,14,10,58,36
2,3,14,10,41,32
2,3,14,10,31,32
0,3,14,8,42,23
2,3,14,7,46,31
2,3,14,7,45,30
5,3,13,50,26,25
2,3,13,48,36,23
2,3,13,48,33,23
2,3,13,48,21,17
5,3,13,47,30,13
2,3,13,47,27,24
5,3,13,45,37,20
8,3,13,45,37,28
2,3,13,45,34,6
2,3,13,45,31,21
2,3,13,42,40,22
2,3,13,42,39,31
2,3,13,42,39,20
8,3,13,42,39,20
2,3,13,42,34,23
2,3,13,42,31,21
5,3,13,42,31,15
5,3,13,42,29,26
5,3,13,42,29,21
0,3,13,40,54,35
2,3,13,40,35,21
0,3,13,38,32,19
2,3,13,38,23,21
15,3,13,38,20,15
2,3,13,37,44,32
0,3,13,37,35,25
2,3,13,37,33,24
2,3,13,35,77,30
5,3,13,35,49,28
0,3,13,35,45,20
5,3,13,33,33,14
5,3,13,33,31,13
2,3,13,33,24,19
2,3,13,33,20,35
15,3,13,33,19,31
40,3,13,33,19,31
0,3,13,32,36,19
2,3,13,32,35,22
5,3,13,32,26,21
2,3,13,32,21,23
8,3,13,32,19,11
8,3,13,32,16,13
2,3,13,30,48,34
2,3,13,30,43,18
2,3,13,30,35,20
2,3,13,30,33,27
2,3,13,30,31,24
12,3,13,30,27,26
5,3,13,30,25,32
0,3,13,28,47,41
8,3,13,28,47,38
2,3,13,28,42,25
2,3,13,28,36,24
2,3,13,28,32,8
2,3,13,28,31,30
2,3,13,28,11,15
2,3,13,27,47,25
2,3,13,27,40,41
2,3,13,27,39,19
2,3,13,27,38,21
2,3,13,27,38,20
0,3,13,27,34,29
10,3,13,27,33,29
5,3,13,27,31,22
0,3,13,27,30,37
2,3,13,27,30,27
2,3,13,27,28,24
5,3,13,27,28,22
5,3,13,27,15,20
5,3,13,25,58,26
2,3,13,25,44,39
2,3,13,25,42,17
2,3,13,25,36,23
5,3,13,25,36,33
2,3,13,25,23,34
5,3,13,25,23,18
2,3,13,25,21,13
2,3,13,23,35,11
2,3,13,23,33,23
2,3,13,23,31,16
2,3,13,23,25,22
0,3,13,23,16,12
2,3,13,22,43,30
2,3,13,22,42,35
2,3,13,22,41,17
5,3,13,22,38,23
2,3,13,22,32,17
8,3,13,22,32,15
2,3,13,18,44,24
0,3,13,18,43,34
0,3,13,18,40,16
2,3,13,18,35,30
2,3,13,18,34,16
0,3,13,17,44,40
2,3,13,17,31,7
8,3,13,17,30,23
0,3,13,17,29,12
2,3,13,15,42,22
2,3,13,15,37,31
5,3,13,15,35,24
2,3,13,15,34,32
2,3,13,15,33,29
0,3,13,15,31,20
2,3,13,13,50,32
2,3,13,13,41,28
2,3,13,13,39,22
0,3,13,12,38,20
2,3,13,8,33,5
0,3,13,7,44,17
2,3,13,7,42,35
2,3,13,7,37,36
5,3,13,7,36,26
2,3,13,5,44,10
2,3,13,5,37,24
5,3,12,50,28,24
2,3,12,48,42,31
5,3,12,48,21,35
2,3,12,47,38,22
2,3,12,47,33,29
8,3,12,47,19,29
0,3,12,45,33,24
5,3,12,43,39,30
5,3,12,43,25,19
2,3,12,43,22,19
2,3,12,42,32,13
5,3,12,40,47,31
8,3,12,40,32,11
5,3,12,40,31,27
0,3,12,40,28,12
0,3,12,40,27,24
5,3,12,40,24,21
5,3,12,38,33,19
5,3,12,38,31,19
2,3,12,38,27,15
2,3,12,38,24,13
8,3,12,37,41,16
2,3,12,37,35,13
2,3,12,37,34,20
2,3,12,37,31,22
2,3,12,37,30,35
2,3,12,35,44,17
2,3,12,35,31,16
2,3,12,35,31,19
5,3,12,35,31,17
5,3,12,35,28,14
2,3,12,33,47,26
0,3,12,33,35,13
0,3,12,33,33,25
0,3,12,33,31,16
2,3,12,33,29,22
5,3,12,33,26,15
0,3,12,33,25,18
2,3,12,32,34,18
2,3,12,32,33,21
5,3,12,32,20,23
5,3,12,30,48,22
0,3,12,30,45,31
8,3,12,30,33,25
12,3,12,30,30,19
0,3,12,30,24,27
2,3,12,28,64,22
2,3,12,28,46,40
0,3,12,28,42,22
2,3,12,28,40,26
2,3,12,28,37,30
2,3,12,28,26,22
2,3,12,27,71,25
8,3,12,27,45,39
2,3,12,27,43,9
5,3,12,27,41,36
2,3,12,27,37,28
2,3,12,27,32,25
2,3,12,27,31,27
5,3,12,27,30,24
2,3,12,27,29,18
2,3,12,27,19,8
2,3,12,25,40,17
8,3,12,25,38,20
2,3,12,25,34,18
2,3,12,25,33,30
0,3,12,25,29,18
2,3,12,25,28,23
2,3,12,25,20,27
2,3,12,23,46,26
2,3,12,23,44,33
22,3,12,23,44,21
2,3,12,23,36,23
5,3,12,23,35,19
2,3,12,23,33,25
2,3,12,23,30,12
2,3,12,23,19,15
5,3,12,22,44,25
2,3,12,22,43,46
2,3,12,22,41,31
2,3,12,22,39,24
0,3,12,22,32,16
2,3,12,22,32,7
12,3,12,22,31,24
2,3,12,22,30,13
5,3,12,22,29,18
5,3,12,20,37,24
2,3,12,18,33,27
10,3,12,18,20,22
0,3,12,17,43,21
2,3,12,17,26,25
2,3,12,17,26,24
0,3,12,15,42,32
0,3,12,15,34,28
5,3,12,15,34,31
2,3,12,15,33,17
0,3,12,15,31,29
2,3,12,13,36,26
2,3,12,13,32,30
2,3,12,12,47,17
2,3,12,12,36,11
2,3,12,8,46,30
2,3,12,8,40,19
0,3,12,7,44,23
2,3,12,7,42,16
0,3,12,5,108,17
2,3,12,5,32,30
8,3,12,3,50,31
2,3,12,3,48,25
2,3,12,3,43,16
8,3,11,50,17,18
2,3,11,48,43,13
10,3,11,48,26,15
0,3,11,47,32,28
2,3,11,47,29,18
2,3,11,45,35,18
0,3,11,45,26,17
2,3,11,43,32,16
2,3,11,43,29,15
2,3,11,43,24,28
2,3,11,42,36,23
2,3,11,42,34,17
5,3,11,42,19,17
5,3,11,40,39,20
0,3,11,40,24,17
2,3,11,38,43,25
2,3,11,38,30,20
0,3,11,38,29,21
5,3,11,38,29,26
2,3,11,38,28,19
2,3,11,38,26,20
5,3,11,38,12,17
5,3,11,37,31,14
8,3,11,37,31,24
8,3,11,35,36,25
5,3,11,35,29,32
2,3,11,35,28,19
2,3,11,35,27,19
0,3,11,33,36,21
2,3,11,33,20,22
2,3,11,32,77,29
2,3,11,32,34,15
22,3,11,32,29,26
2,3,11,32,6,21
2,3,11,30,36,17
15,3,11,30,33,17
2,3,11,30,31,15
2,3,11,30,24,17
0,3,11,30,22,20
2,3,11,28,41,33
2,3,11,28,33,24
10,3,11,28,30,20
15,3,11,28,26,23
5,3,11,28,19,21
2,3,11,28,12,15
0,3,11,27,35,14
2,3,11,27,35,23
2,3,11,27,35,29
2,3,11,27,34,30
2,3,11,27,31,28
2,3,11,27,31,15
0,3,11,27,30,17
2,3,11,27,29,18
2,3,11,27,23,24
2,3,11,27,20,34
2,3,11,27,20,9
2,3,11,25,36,24
2,3,11,25,30,20
2,3,11,25,23,30
10,3,11,25,19,12
8,3,11,23,45,11
0,3,11,23,43,16
2,3,11,23,41,27
5,3,11,23,41,39
2,3,11,23,34,34
2,3,11,23,31,19
2,3,11,22,33,28
2,3,11,20,34,37
2,3,11,20,33,22
5,3,11,20,29,11
2,3,11,20,20,26
2,3,11,18,45,32
2,3,11,18,38,25
5,3,11,17,45,19
2,3,11,17,39,35
2,3,11,17,37,20
0,3,11,17,35,12
2,3,11,17,34,12
2,3,11,17,9,15
2,3,11,15,47,22
0,3,11,15,43,25
2,3,11,15,32,14
2,3,11,13,40,23
2,3,11,13,33,13
2,3,11,13,30,28
2,3,11,12,44,24
0,3,11,12,40,29
2,3,11,10,37,19
2,3,11,10,31,9
2,3,11,10,30,5
0,3,11,8,46,13
5,3,11,7,37,20
2,3,11,7,33,8
2,3,11,3,44,15
0,3,11,3,43,10
5,3,10,54,22,21
0,3,10,52,33,22
5,3,10,40,26,15
5,3,10,40,12,12
2,3,10,38,32,32
5,3,10,38,28,15
2,3,10,37,38,16
2,3,10,37,35,21
2,3,10,37,31,22
2,3,10,33,39,18
0,3,10,33,37,13
8,3,10,33,36,28
0,3,10,33,31,10
2,3,10,33,29,14
2,3,10,32,31,
0,3,10,32,30,11
2,3,10,32,23,18
0,3,10,32,8,22
2,3,10,30,39,14
0,3,10,30,29,18
2,3,10,30,28,10
5,3,10,28,35,18
2,3,10,28,33,14
2,3,10,28,33,6
2,3,10,28,31,20
8,3,10,28,31,21
5,3,10,28,25,21
0,3,10,28,19,13
2,3,10,28,15,18
5,3,10,27,42,31
2,3,10,27,38,11
2,3,10,27,36,15
2,3,10,27,36,27
2,3,10,27,34,12
2,3,10,27,26,20
5,3,10,27,12,8
2,3,10,25,67,25
2,3,10,25,38,19
2,3,10,25,31,28
2,3,10,25,28,24
2,3,10,25,28,25
0,3,10,25,25,15
0,3,10,23,44,20
5,3,10,23,30,19
2,3,10,23,26,16
2,3,10,23,24,
2,3,10,23,23,29
2,3,10,22,41,12
0,3,10,22,37,35
2,3,10,22,34,14
2,3,10,22,25,14
0,3,10,22,19,7
2,3,10,20,37,31
10,3,10,20,37,30
2,3,10,20,30,14
2,3,10,20,28,23
2,3,10,20,26,31
2,3,10,18,33,20
0,3,10,17,43,28
0,3,10,17,41,26
2,3,10,17,33,26
2,3,10,17,31,22
0,3,10,17,29,25
2,3,10,17,25,
2,3,10,13,34,33
2,3,10,12,36,21
2,3,10,12,35,16
0,3,10,12,31,14
2,3,10,12,30,8
0,3,10,10,34,27
5,3,10,10,34,22
0,3,10,10,33,17
2,3,10,8,39,17
2,3,10,8,34,18
0,3,10,8,32,24
2,3,10,8,32,19
2,3,10,7,41,28
2,3,10,3,38,21
42,3,10,3,19,15
2,3,10,2,35,12
2,3,9,57,19,23
2,3,9,48,29,20
2,3,9,47,40,25
2,3,9,47,39,27
2,3,9,45,33,19
2,3,9,43,30,12
2,3,9,38,35,6
5,3,9,38,33,17
0,3,9,38,26,12
2,3,9,37,39,35
2,3,9,37,31,16
15,3,9,37,23,20
2,3,9,35,38,22
2,3,9,35,31,13
5,3,9,35,29,19
2,3,9,33,58,18
0,3,9,33,36,13
2,3,9,33,31,16
0,3,9,33,29,13
2,3,9,33,28,19
0,3,9,33,26,9
2,3,9,32,29,23
2,3,9,32,26,11
2,3,9,32,24,11
5,3,9,32,8,27
2,3,9,30,33,19
5,3,9,30,30,28
2,3,9,28,44,24
2,3,9,28,41,21
5,3,9,28,36,30
2,3,9,28,32,16
0,3,9,28,31,12
2,3,9,28,14,8
5,3,9,27,61,41
0,3,9,27,31,17
2,3,9,27,31,14
5,3,9,27,31,14
2,3,9,27,26,21
2,3,9,27,16,6
2,3,9,23,44,4
2,3,9,23,40,20
8,3,9,23,37,24
2,3,9,23,35,17
0,3,9,23,30,27
0,3,9,23,27,11
0,3,9,22,36,21
0,3,9,20,33,4
2,3,9,20,31,13
2,3,9,20,19,19
0,3,9,18,39,
2,3,9,17,34,39
2,3,9,17,28,29
2,3,9,17,28,21
2,3,9,15,50,7
0,3,9,13,47,18
2,3,9,13,34,14
2,3,9,12,32,9
2,3,9,10,31,14
2,3,9,8,34,14
8,3,9,8,32,18
0,3,9,7,35,18
0,3,9,2,64,11
2,3,8,50,37,15
2,3,8,42,38,31
0,3,8,42,27,12
0,3,8,42,25,10
0,3,8,42,18,21
10,3,8,37,28,18
0,3,8,37,23,16
5,3,8,35,31,13
2,3,8,33,15,20
0,3,8,32,41,18
2,3,8,32,28,17
5,3,8,32,26,23
0,3,8,32,23,16
0,3,8,30,28,19
0,3,8,30,26,18
2,3,8,30,23,23
0,3,8,28,36,16
2,3,8,28,33,9
2,3,8,28,17,18
2,3,8,27,32,16
2,3,8,25,40,27
2,3,8,25,30,15
0,3,8,25,28,13
0,3,8,25,27,19
0,3,8,23,7,14
2,3,8,22,24,19
0,3,8,20,33,22
2,3,8,20,26,20
0,3,8,20,19,13
2,3,8,18,30,15
2,3,8,18,16,14
2,3,8,17,41,11
2,3,8,17,17,17
2,3,8,17,12,31
5,3,8,15,36,20
2,3,8,15,31,23
2,3,8,13,36,12
2,3,8,13,31,15
5,3,8,13,29,14
2,3,8,13,28,16
2,3,8,12,37,10
5,3,8,10,38,17
0,3,8,10,31,29
0,3,8,8,48,8
0,3,8,8,30,19
2,3,8,2,40,11
8,3,7,40,32,19
0,3,7,40,31,10
2,3,7,40,26,19
2,3,7,38,32,9
0,3,7,37,43,5
2,3,7,33,31,15
0,3,7,33,30,19
0,3,7,32,39,42
2,3,7,32,31,16
2,3,7,32,31,22
2,3,7,32,22,21
2,3,7,32,19,17
0,3,7,28,40,30
2,3,7,28,39,17
2,3,7,28,36,4
8,3,7,28,29,25
5,3,7,28,26,12
2,3,7,27,34,5
8,3,7,27,26,15
0,3,7,27,24,11
2,3,7,27,22,21
0,3,7,25,37,15
2,3,7,25,26,16
2,3,7,25,24,12
2,3,7,23,33,16
2,3,7,23,31,24
2,3,7,23,27,17
0,3,7,23,19,16
0,3,7,22,26,2
0,3,7,18,33,17
0,3,7,18,24,14
0,3,7,17,31,20
5,3,7,17,25,27
2,3,7,15,32,19
2,3,7,15,28,9
2,3,7,12,28,26
0,3,7,10,41,20
2,3,7,10,38,3
5,3,7,7,58,24
2,3,7,7,44,21
2,3,6,45,32,9
0,3,6,42,31,16
5,3,6,40,21,21
0,3,6,40,17,3
2,3,6,38,32,13
0,3,6,38,30,21
5,3,6,38,27,21
2,3,6,37,22,6
2,3,6,35,31,11
2,3,6,35,27,18
2,3,6,33,31,9
0,3,6,33,21,10
0,3,6,32,41,8
0,3,6,32,21,13
0,3,6,32,18,17
2,3,6,30,38,17
2,3,6,30,25,6
2,3,6,28,44,24
2,3,6,27,28,19
0,3,6,27,19,9
0,3,6,25,41,17
0,3,6,25,35,16
2,3,6,25,30,21
2,3,6,25,23,13
5,3,6,22,45,10
2,3,6,22,39,20
2,3,6,22,35,9
5,3,6,20,48,11
2,3,6,18,45,8
2,3,6,18,31,8
0,3,6,17,23,15
2,3,6,17,13,25
2,3,6,15,31,8
5,3,6,15,28,12
2,3,6,12,40,17
2,3,6,10,29,
2,3,6,10,28,8
2,3,6,8,41,19
2,3,6,8,38,25
2,3,6,7,29,9
2,3,6,3,50,8
2,3,6,3,46,5
2,3,6,2,42,11
0,3,6,2,40,10
2,3,5,43,24,18
2,3,5,38,27,6
2,3,5,38,20,10
5,3,5,37,31,14
2,3,5,33,30,15
0,3,5,33,24,11
2,3,5,32,35,10
2,3,5,30,31,11
0,3,5,30,26,5
2,3,5,28,27,7
2,3,5,27,31,23
2,3,5,27,28,16
2,3,5,25,25,20
2,3,5,20,39,9
2,3,5,20,31,15
2,3,5,20,30,8
2,3,5,18,35,13
0,3,5,17,30,12
2,3,5,17,29,6
2,3,5,15,36,6
2,3,5,13,34,10
5,3,5,12,29,24
2,3,5,10,34,15
0,3,5,10,33,13
2,3,5,3,40,10
2,3,5,2,44,8
10,3,4,40,36,4
0,3,4,40,32,22
0,3,4,35,34,12
5,3,4,35,29,5
2,3,4,30,38,8
5,3,4,28,33,13
2,3,4,27,37,11
2,3,4,25,31,17
5,3,4,25,29,10
5,3,4,25,27,9
2,3,4,25,24,13
0,3,4,23,31,20
2,3,4,23,31,11
2,3,4,22,31,5
5,3,4,20,32,20
8,3,4,17,30,19
2,3,4,15,41,16
2,3,4,12,32,27
2,3,4,8,44,18
2,3,4,8,43,18
2,3,4,7,37,13
0,3,4,3,48,4
0,3,4,3,39,3
0,3,4,2,44,6
2,3,3,37,31,9
0,3,3,32,38,8
2,3,3,30,29,19
0,3,3,18,40,5
2,3,3,17,38,13
8,3,3,15,31,21
2,3,3,15,30,10
0,3,3,12,38,20
0,3,3,10,35,14
2,3,3,3,58,13
2,3,3,3,38,10
2,3,2,18,32,15
2,3,2,13,32,10
2,3,2,12,34,9
2,3,2,12,30,6
0,3,1,43,37,19
2,3,1,12,90,7
2,3,1,5,31,9
0,3,0,5,44,10
2,3,0,3,39,7
2,3,0,2,43,9
2,2,108,7,38,53
2,2,107,15,34,45
10,2,106,47,104,77
2,2,104,15,61,104
0,2,104,8,100,71
2,2,102,5,39,23
2,2,97,10,31,44
10,2,93,27,28,43
2,2,92,13,40,46
2,2,88,20,46,57
5,2,85,15,84,63
2,2,84,12,51,62
2,2,82,15,51,87
2,2,81,12,71,59
2,2,80,13,74,64
2,2,80,10,80,91
2,2,79,18,61,87
2,2,79,13,64,89
0,2,79,5,64,58
5,2,78,12,47,62
2,2,75,20,32,39
2,2,74,15,36,30
5,2,73,15,44,35
2,2,72,22,38,98
2,2,71,10,64,62
0,2,70,7,100,80
8,2,69,8,101,68
2,2,68,13,64,58
2,2,68,10,84,60
0,2,67,5,74,53
0,2,67,3,97,61
5,2,66,20,87,76
5,2,66,15,64,87
2,2,66,15,44,65
5,2,65,23,87,56
5,2,65,17,44,40
2,2,65,15,43,21
0,2,65,8,46,76
2,2,64,42,47,53
5,2,64,27,41,83
5,2,64,25,77,81
5,2,63,20,58,67
8,2,63,15,43,76
2,2,63,8,87,57
2,2,63,7,37,52
5,2,62,33,42,63
5,2,62,27,101,59
5,2,62,23,49,58
2,2,62,20,44,67
5,2,61,18,101,81
5,2,61,7,80,64
8,2,60,20,50,49
2,2,60,12,49,60
5,2,59,22,47,56
8,2,59,22,41,67
2,2,59,20,46,77
8,2,59,18,77,90
8,2,58,27,47,63
8,2,58,23,77,43
5,2,58,22,44,59
2,2,58,15,51,41
2,2,57,27,41,73
5,2,57,25,80,96
2,2,57,12,44,48
0,2,57,8,49,31
0,2,57,3,46,37
5,2,56,23,90,48
8,2,56,18,50,35
2,2,56,17,84,30
5,2,56,15,90,62
8,2,56,15,71,73
2,2,56,15,31,31
5,2,56,12,90,47
5,2,56,10,77,57
0,2,56,7,58,40
2,2,56,5,112,43
0,2,56,5,74,59
0,2,56,3,77,65
2,2,55,28,90,55
5,2,55,15,126,37
5,2,55,12,101,78
0,2,55,8,44,28
0,2,55,7,50,64
2,2,55,7,48,56
0,2,55,3,54,61
8,2,54,28,126,61
10,2,54,25,64,48
5,2,54,23,47,68
5,2,54,17,46,70
2,2,54,17,39,67
2,2,54,13,77,60
8,2,54,12,61,40
2,2,54,7,104,64
2,2,54,5,61,44
2,2,54,5,50,44
5,2,53,52,49,55
5,2,53,47,50,84
5,2,53,33,146,51
8,2,53,23,146,65
10,2,53,18,93,63
12,2,53,17,74,39
5,2,53,17,39,64
8,2,53,13,115,78
10,2,53,13,23,46
0,2,53,5,90,59
0,2,53,5,45,64
2,2,52,37,42,57
8,2,52,32,35,60
5,2,52,20,93,79
5,2,52,20,47,77
2,2,52,20,42,73
12,2,52,18,118,70
5,2,52,18,48,28
5,2,52,18,48,54
5,2,52,15,54,54
2,2,52,7,93,79
0,2,52,2,77,57
10,2,51,22,80,60
8,2,51,22,64,50
2,2,51,22,61,39
5,2,51,22,51,60
2,2,51,17,51,75
2,2,51,15,84,62
8,2,51,15,80,54
2,2,51,15,50,42
0,2,51,13,67,42
2,2,51,8,33,81
2,2,50,37,51,41
5,2,50,35,43,74
5,2,50,33,74,66
8,2,50,32,87,75
5,2,50,30,71,59
2,2,50,25,36,59
5,2,50,23,115,65
8,2,50,22,93,72
10,2,50,22,36,40
12,2,50,20,44,85
2,2,50,15,40,55
5,2,50,13,61,66
0,2,50,12,54,63
2,2,50,3,43,53
8,2,49,47,39,54
2,2,49,23,41,44
2,2,49,20,159,75
5,2,49,20,80,83
2,2,49,20,47,59
5,2,49,20,44,41
5,2,49,18,84,45
8,2,49,18,67,46
2,2,49,18,50,64
2,2,49,18,34,62
5,2,49,17,47,75
2,2,49,17,46,75
2,2,49,10,77,72
5,2,49,10,49,58
32,2,49,10,48,72
5,2,49,10,35,75
0,2,49,8,61,63
10,2,49,7,49,58
5,2,48,43,54,54
8,2,48,35,87,53
8,2,48,32,37,64
2,2,48,27,42,44
8,2,48,25,51,54
5,2,48,25,49,51
20,2,48,23,61,67
2,2,48,18,61,66
8,2,48,18,39,74
5,2,48,18,38,32
10,2,48,17,46,70
2,2,48,17,44,40
12,2,48,17,42,71
5,2,48,15,51,77
2,2,48,7,84,43
5,2,48,7,54,64
0,2,48,5,39,56
10,2,47,35,150,58
5,2,47,30,49,42
2,2,47,28,47,63
2,2,47,23,67,48
2,2,47,23,61,49
2,2,47,22,54,82
10,2,47,18,67,38
2,2,47,17,80,53
2,2,47,17,64,51
2,2,47,17,46,52
18,2,47,17,41,62
2,2,47,13,143,69
5,2,47,13,26,42
0,2,47,12,90,55
5,2,47,12,44,61
0,2,47,10,48,55
2,2,46,28,42,76
8,2,46,28,21,68
2,2,46,25,84,52
8,2,46,25,37,57
8,2,46,23,50,66
15,2,46,23,40,62
8,2,46,22,93,59
0,2,46,22,58,77
8,2,46,20,100,65
5,2,46,20,39,55
5,2,46,18,71,54
2,2,46,18,58,55
8,2,46,18,40,64
8,2,46,17,97,65
2,2,46,17,87,62
0,2,46,17,49,34
5,2,46,17,45,55
5,2,46,17,34,22
8,2,46,15,67,28
2,2,46,15,58,65
2,2,46,13,74,44
5,2,46,13,24,46
5,2,46,12,87,65
0,2,46,10,156,52
2,2,46,10,64,57
8,2,46,10,50,59
2,2,46,7,166,49
0,2,46,3,54,32
0,2,46,3,54,44
8,2,45,57,71,42
12,2,45,32,26,34
8,2,45,27,61,43
5,2,45,27,39,35
0,2,45,25,44,52
2,2,45,23,67,85
2,2,45,23,42,61
5,2,45,23,35,84
5,2,45,22,132,49
5,2,45,22,49,63
5,2,45,22,40,48
0,2,45,20,34,46
10,2,45,18,67,34
8,2,45,18,44,54
2,2,45,17,50,51
2,2,45,17,47,65
10,2,45,15,143,65
5,2,45,15,74,74
5,2,45,15,64,55
5,2,45,15,42,56
2,2,45,15,40,32
2,2,45,15,38,60
5,2,45,12,77,68
8,2,45,5,64,46
8,2,44,32,64,73
8,2,44,32,43,69
5,2,44,28,100,56
5,2,44,27,33,80
5,2,44,27,31,47
2,2,44,25,122,57
8,2,44,25,40,76
10,2,44,23,108,59
5,2,44,23,54,60
5,2,44,22,50,69
5,2,44,20,108,57
5,2,44,20,64,70
5,2,44,20,61,71
2,2,44,20,51,59
8,2,44,20,36,19
8,2,44,18,101,66
8,2,44,18,46,61
2,2,44,18,45,71
2,2,44,18,33,79
12,2,44,18,33,71
5,2,44,17,80,69
2,2,44,17,50,48
2,2,44,17,42,55
5,2,44,17,39,66
5,2,44,15,93,54
2,2,44,15,42,58
0,2,44,15,22,41
5,2,44,13,87,63
5,2,44,13,87,38
5,2,44,12,43,63
2,2,44,8,84,79
0,2,44,7,48,67
8,2,43,43,44,49
2,2,43,43,37,55
5,2,43,37,67,52
5,2,43,30,58,60
5,2,43,28,67,54
8,2,43,28,49,46
2,2,43,27,46,61
5,2,43,27,24,30
8,2,43,25,118,56
5,2,43,25,100,63
20,2,43,25,44,41
8,2,43,23,40,65
0,2,43,22,49,53
8,2,43,20,100,59
2,2,43,20,58,58
2,2,43,20,44,32
5,2,43,20,42,65
8,2,43,20,37,57
5,2,43,18,64,64
5,2,43,18,33,77
28,2,43,17,31,71
5,2,43,15,93,62
5,2,43,15,41,63
2,2,43,15,33,67
2,2,43,13,49,42
10,2,43,13,31,91
5,2,43,12,74,47
2,2,43,12,24,31
0,2,43,5,74,41
2,2,43,2,100,63
8,2,42,53,50,61
15,2,42,38,118,60
2,2,42,35,32,48
18,2,42,33,29,80
8,2,42,28,29,71
2,2,42,27,49,26
8,2,42,27,42,61
5,2,42,27,33,30
2,2,42,25,150,85
2,2,42,25,77,58
8,2,42,25,49,66
12,2,42,25,43,44
5,2,42,25,42,62
5,2,42,23,61,49
5,2,42,22,64,57
2,2,42,22,54,57
5,2,42,22,47,52
25,2,42,22,28,67
5,2,42,20,67,54
2,2,42,18,74,74
2,2,42,18,58,55
5,2,42,18,54,48
5,2,42,18,51,61
8,2,42,17,104,67
8,2,42,17,93,62
2,2,42,17,67,53
0,2,42,17,36,76
5,2,42,17,31,60
2,2,42,15,126,77
8,2,42,15,38,76
15,2,42,13,93,54
8,2,42,12,143,63
2,2,42,12,46,43
2,2,42,12,44,69
5,2,42,12,42,75
5,2,42,10,74,67
2,2,42,10,39,23
2,2,42,8,71,68
2,2,42,3,182,56
0,2,42,3,67,37
0,2,42,3,51,44
8,2,41,50,48,61
5,2,41,45,45,50
5,2,41,37,51,56
12,2,41,37,37,78
8,2,41,33,32,55
5,2,41,32,47,60
2,2,41,30,46,60
8,2,41,27,54,45
2,2,41,27,36,80
10,2,41,23,77,66
5,2,41,22,84,47
5,2,41,22,64,42
5,2,41,22,44,52
10,2,41,22,40,86
5,2,41,20,80,41
5,2,41,20,40,47
12,2,41,20,34,88
5,2,41,20,31,56
2,2,41,18,67,78
5,2,41,18,58,67
2,2,41,18,54,50
2,2,41,18,51,72
15,2,41,18,39,84
2,2,41,18,38,62
2,2,41,17,115,82
2,2,41,17,93,55
5,2,41,17,47,77
8,2,41,17,36,64
2,2,41,17,27,58
2,2,41,15,97,73
2,2,41,15,67,68
10,2,41,15,47,71
5,2,41,15,44,75
2,2,41,15,34,72
2,2,41,13,84,65
8,2,41,13,77,54
2,2,41,13,58,57
2,2,41,13,39,46
2,2,41,13,33,29
2,2,41,12,122,56
2,2,41,10,49,59
0,2,41,10,46,67
0,2,41,7,61,55
2,2,41,7,45,35
0,2,41,5,48,42
10,2,40,55,71,71
5,2,40,37,34,52
