pH,Cond,Turb,SS,class
7.8,1090,13,14,1
9.24,504,13,14,1
8.74,271,13,14,0
8.38,645,12,14,0
8.36,362,12,14,0
9.6,545,11,14,1
7.95,362,11,14,0
8.44,530,10,14,1
8.44,530,10,14,1
8.35,465,9.7,14,0
8.44,689,9.2,14,1
8.7,1330,8.8,14,0
8.98,687,5.9,14,1
8.41,445,5.5,14,0
8.7,2060,5.2,14,0
8,312,17,13.9,0
8.1,373,16,13.9,0
8.14,638,12,13.9,1
8.14,638,12,13.9,1
8.48,526,11,13.9,1
8.45,443,11,13.9,0
8.6,692,9.9,13.9,0
8.8,1330,7.5,13.9,0
9.1,567,7.5,13.9,0
8.3,782,6.5,13.9,0
9.31,451,21,13.8,1
8.09,612,17,13.8,0
7.8,214,16,13.8,0
8.1,445,15,13.8,0
8.14,625,14,13.8,0
8.9,601,14,13.8,0
7.88,376,13,13.8,0
8.3,325,13,13.8,0
8.3,325,13,13.8,0
9.07,225,12,13.8,0
8.36,462,11,13.8,1
8.77,440,10,13.8,1
8.6,1640,8.1,13.8,0
8.82,1160,7.5,13.8,0
8.82,1160,7.5,13.8,0
8.73,598,7.2,13.8,0
8.08,234,6.8,13.8,0
8.64,510,4.9,13.8,0
8.93,7190,4.5,13.8,0
8.5,1080,3.9,13.8,0
8.53,1100,41,13.7,1
8.09,465,15,13.7,0
8.09,465,15,13.7,0
8.39,444,12,13.7,0
8.51,430,11,13.7,0
8.74,502,8.3,13.7,1
7.58,793,8.2,13.7,1
8.04,517,7.7,13.7,0
8.04,517,7.7,13.7,0
9.01,493,5.8,13.7,0
8.38,498,3.5,13.7,0
9.14,214,28,13.6,0
7.9,272,16,13.6,0
8.06,521,12,13.6,0
7.9,404,12,13.6,0
7.86,582,10,13.6,1
8.38,1730,9.7,13.6,0
8.62,1220,9.5,13.6,1
7.6,796,9.5,13.6,1
9.1,620,9.5,13.6,0
8.91,1370,6.5,13.6,0
8.5,485,5.5,13.6,0
8.67,304,4.4,13.6,0
9.24,387,24,13.5,1
9.6,383,21,13.5,1
9.03,511,13,13.5,0
7.96,601,11,13.5,1
8.1,430,11,13.5,1
7.8,395,11,13.5,0
8.9,1180,10,13.5,0
8.25,461,10,13.5,0
8.25,461,10,13.5,0
8.12,438,8.3,13.5,0
9.32,446,8,13.5,0
7.68,346,7.5,13.5,0
7.68,346,7.5,13.5,0
8.4,1210,7.4,13.5,0
8.32,197,21,13.4,0
8.23,265,18,13.4,0
8.26,415,17,13.4,0
8.56,376,16,13.4,0
8.12,337,15,13.4,0
8.55,321,15,13.4,0
8.39,305,15,13.4,0
8.45,430,14,13.4,0
7.9,264,14,13.4,0
8.56,1300,13,13.4,0
7.8,742,13,13.4,0
8.44,355,13,13.4,0
9.16,6840,12,13.4,0
7.84,645,12,13.4,1
7.84,645,12,13.4,1
7.68,578,12,13.4,1
8.11,599,11,13.4,1
7.68,615,10,13.4,1
8.42,430,10,13.4,0
8.12,402,10,13.4,0
8.21,517,9.7,13.4,0
8.21,517,9.7,13.4,0
8.2,329,7.8,13.4,0
8.83,274,6.7,13.4,0
9.95,602,17,13.3,1
8.28,333,15,13.3,0
9.26,216,14,13.3,0
7.96,645,13,13.3,1
9.17,579,13,13.3,0
7.81,394,13,13.3,1
9.42,209,13,13.3,0
7.96,591,12,13.3,1
7.96,591,12,13.3,1
8.91,1440,11,13.3,0
9.04,617,11,13.3,0
9,173,11,13.3,0
8,525,10,13.3,0
8.23,631,9.8,13.3,1
8.23,631,9.8,13.3,1
8.48,680,7.7,13.3,1
8.83,1330,7,13.3,0
10.08,492,6.2,13.3,0
9.22,816,4.5,13.3,0
8.4,239,18,13.2,0
8.46,333,16,13.2,0
7.7,203,15,13.2,0
10.37,200,15,13.2,0
8.98,268,13,13.2,0
8.13,608,12,13.2,0
9.4,607,12,13.2,0
7.84,642,11,13.2,1
8.49,1490,10,13.2,0
8.7,1540,9.9,13.2,0
7.5,666,9.2,13.2,1
8.21,595,8,13.2,1
9.13,486,7.5,13.2,0
9.4,630,6.4,13.2,0
8.92,603,6.4,13.2,0
8.8,636,6,13.2,0
8.1,430,18,13.1,0
9.2,377,18,13.1,1
8.6,359,13,13.1,0
7.7,642,9.4,13.1,1
8.71,399,8.2,13.1,0
8.52,677,6.6,13.1,1
9.42,269,6.3,13.1,0
8.2,341,75,13,0
9.31,434,27,13,0
9.31,434,27,13,0
7.9,462,17,13,1
9.26,214,15,13,0
8.32,289,11,13,0
9,338,10,13,0
9.16,311,8,13,0
9.12,454,7.6,13,0
8.75,671,7.4,13,0
9.35,468,7.2,13,0
9.49,450,6.7,13,1
8.68,473,6.3,13,0
8.2,462,5.4,13,0
8.2,462,5.4,13,0
8.36,1200,20,12.9,0
8.3,438,14,12.9,0
9.3,229,11,12.9,0
8.2,332,9.9,12.9,0
7.76,624,9.4,12.9,1
8.5,385,8.9,12.9,0
7.89,611,8.8,12.9,1
10,549,7.1,12.9,0
8.76,482,6.3,12.9,0
8.99,412,6.2,12.9,0
9.3,361,19,12.8,1
8.1,254,18,12.8,0
10.34,201,15,12.8,0
8.64,307,14,12.8,0
8.2,441,13,12.8,0
8.5,296,13,12.8,0
8.8,849,12,12.8,0
8.2,610,12,12.8,0
8.44,378,12,12.8,0
9.18,510,11,12.8,0
9.18,510,11,12.8,0
8.42,316,11,12.8,0
7.85,269,11,12.8,0
7.85,269,11,12.8,0
9.49,509,10,12.8,1
8.9,923,9.5,12.8,0
7.98,609,9.4,12.8,1
7.7,705,8.1,12.8,1
8.76,450,8.1,12.8,0
8.76,450,8.1,12.8,0
7.68,698,7.6,12.8,1
8.7,609,7.6,12.8,0
7.5,645,5.2,12.8,0
8.7,1740,5,12.8,0
8.73,155,3.7,12.8,0
8.43,544,12,12.7,1
8.43,544,12,12.7,1
9.93,302,12,12.7,0
7.4,2810,7.5,12.7,0
9.8,442,7.5,12.7,0
7.84,563,6.6,12.7,0
9.26,421,5.6,12.7,0
9.2,533,16,12.6,1
9.23,235,14,12.6,0
8,458,13,12.6,0
8.82,1370,12,12.6,0
7.4,583,11,12.6,1
7.97,427,9.5,12.6,0
7.97,427,9.5,12.6,0
8.66,445,8.7,12.6,1
8.72,668,7.9,12.6,1
9,5120,7.3,12.6,0
8.12,332,7.2,12.6,0
9.48,486,6.5,12.6,0
8.66,428,4.7,12.6,0
8.28,202,21,12.5,0
8.88,410,20,12.5,1
7.5,556,14,12.5,0
8.3,353,12,12.5,0
7.78,622,11,12.5,1
8.1,217,10,12.5,0
9.3,583,9.5,12.5,0
8.8,462,8.1,12.5,1
9.74,356,28,12.4,1
9.14,214,26,12.4,0
8.4,293,15,12.4,0
8.04,550,14,12.4,0
8.04,550,14,12.4,0
8.02,582,13,12.4,0
8.6,306,13,12.4,0
8.92,275,12,12.4,0
7.83,564,10,12.4,1
9.06,1150,8.6,12.4,0
8.02,749,8.5,12.4,1
8.4,4440,7.7,12.4,0
8,335,7.4,12.4,0
8,335,7.4,12.4,0
8.77,157,3.4,12.4,0
8.97,520,22,12.3,1
8.3,474,16,12.3,0
8.89,1060,14,12.3,0
8.5,425,13,12.3,0
8.17,345,13,12.3,0
8.32,270,13,12.3,0
8.3,331,12,12.3,0
8.53,308,12,12.3,0
8.9,1360,8,12.3,0
8.2,2720,7.7,12.3,0
8.78,1240,6,12.3,0
11,3120,5.8,12.3,0
8.3,450,23,12.2,0
8.14,418,16,12.2,0
7.8,742,14,12.2,1
8.4,402,13,12.2,0
8.53,370,12,12.2,0
9.26,238,12,12.2,0
8.1,495,10,12.2,0
8.45,425,9.6,12.2,0
9.08,254,8.9,12.2,0
7.7,493,8,12.2,1
8.36,410,7.4,12.2,0
8.78,441,6.9,12.2,1
8.63,2040,5.8,12.2,0
8.7,1340,3.9,12.2,0
8.6,424,16,12.1,0
8.7,348,15,12.1,1
8.54,378,13,12.1,0
7.84,562,11,12.1,1
7.5,582,10,12.1,1
8.26,679,8.8,12.1,1
8.26,679,8.8,12.1,1
9.04,302,4.3,12.1,0
8.4,440,21,12,0
8.2,268,17,12,0
8.19,379,13,12,0
8.09,313,13,12,0
8.3,347,12,12,0
8.97,1050,11,12,0
8.73,241,11,12,0
8.84,6410,10,12,0
7.75,635,9.4,12,1
8.2,514,8.8,12,1
8.09,525,8.3,12,0
8.09,525,8.3,12,0
8.93,656,7.7,12,0
8.8,1350,7.6,12,0
9.4,555,7.1,12,0
8.68,528,6.6,12,0
8.05,526,14,11.9,0
8.39,475,13,11.9,0
8.2,528,11,11.9,0
8.5,475,10,11.9,1
8.36,417,10,11.9,0
8.42,466,9.1,11.9,1
9.81,294,36,11.8,0
8.36,196,21,11.8,0
7.8,480,16,11.8,0
8.66,446,15,11.8,0
8.28,426,14,11.8,0
8.58,388,12,11.8,0
8.82,1210,11,11.8,0
8.26,495,9.2,11.8,1
8.17,515,8.5,11.8,1
8,539,7.3,11.8,0
8.8,1110,7.1,11.8,0
8.99,476,6.5,11.8,0
8.6,6970,6,11.8,0
8.56,574,15,11.7,1
8.57,738,12,11.7,0
7.9,739,11,11.7,1
8.56,326,11,11.7,0
8.56,326,11,11.7,0
8.4,556,8,11.7,1
8.4,556,8,11.7,1
9.1,382,7.7,11.7,1
8.78,3690,7.4,11.7,0
8.9,1040,6.3,11.7,0
8.6,434,5.8,11.7,0
8.81,1250,5.7,11.7,0
9.2,594,20,11.6,0
8.3,250,17,11.6,0
8.5,420,15,11.6,0
8.8,408,15,11.6,0
8.41,394,15,11.6,0
7.8,496,14,11.6,0
9.15,247,13,11.6,0
8.21,295,12,11.6,0
8.94,275,12,11.6,0
7.8,575,11,11.6,0
8.87,424,11,11.6,0
7.62,632,9.3,11.6,0
7.62,632,9.3,11.6,0
8.3,717,8.7,11.6,0
8.26,327,8.7,11.6,0
9.03,1190,8.1,11.6,0
8.7,536,7.5,11.6,0
8.3,539,7.3,11.6,1
7.9,578,7,11.6,0
7.92,628,5.7,11.6,0
8.4,661,5.6,11.6,0
8.16,438,4.8,11.6,0
8.9,349,20,11.5,1
8.4,581,15,11.5,0
8.8,319,14,11.5,1
8.6,424,13,11.5,0
8.02,298,13,11.5,0
8.28,304,12,11.5,0
8.06,503,11,11.5,0
9.4,426,11,11.5,0
8.08,372,11,11.5,1
8.1,496,9.6,11.5,0
7.72,710,9.1,11.5,1
8.59,336,9.1,11.5,0
8.3,636,7.8,11.5,1
8.3,636,7.8,11.5,1
7.64,738,6.9,11.5,1
9.4,3350,6.5,11.5,0
7.84,387,5.3,11.5,1
7.84,387,5.3,11.5,1
8.9,562,18,11.4,1
8.52,463,12,11.4,0
9.2,332,12,11.4,1
8.62,329,12,11.4,0
7.86,401,11,11.4,1
8.2,263,11,11.4,0
8.1,593,10,11.4,0
9.1,294,10,11.4,1
8.21,639,9.9,11.4,0
8.48,1240,9.8,11.4,0
9.12,1080,9.8,11.4,0
8.16,615,9.6,11.4,0
8.49,404,9,11.4,0
8.92,4600,8.9,11.4,0
8.96,388,8.3,11.4,1
8.56,459,7.3,11.4,1
8.15,563,6.4,11.4,0
8.15,563,6.4,11.4,0
9.1,226,4.8,11.4,0
9,236,20,11.3,0
8.26,312,12,11.3,0
8.34,1010,11,11.3,0
8.19,589,8.9,11.3,0
8.58,416,8.1,11.3,0
8.58,416,8.1,11.3,0
8.22,322,7.3,11.3,0
7.1,273,6,11.3,0
8.8,546,5.6,11.3,0
9.3,537,4.5,11.3,0
8.54,585,4.2,11.3,0
8.4,468,13,11.2,0
8.3,382,13,11.2,0
8.16,631,12,11.2,0
8.22,583,12,11.2,0
8.28,517,12,11.2,0
8.8,616,11,11.2,1
8.6,2700,10,11.2,0
8.3,603,10,11.2,0
8.4,312,10,11.2,0
8.4,312,10,11.2,0
8.92,1150,9.6,11.2,0
8.16,278,8.8,11.2,0
8.32,296,8.5,11.2,0
8.96,652,8.1,11.2,0
9,233,7.3,11.2,0
8.26,696,6.7,11.2,1
8.42,395,6.5,11.2,0
8.6,1420,5.9,11.2,0
7.8,560,5.9,11.2,0
8.9,347,5.9,11.2,0
8.96,279,5.8,11.2,0
8.96,279,5.8,11.2,0
9.36,267,5.3,11.2,1
8.06,164,55,11.1,0
8.06,164,55,11.1,0
8.2,271,16,11.1,0
9.14,388,15,11.1,1
9.14,388,15,11.1,1
8.36,378,15,11.1,0
8.36,378,15,11.1,0
8.04,245,15,11.1,0
8.38,574,12,11.1,1
9.52,642,10,11.1,0
8.38,432,10,11.1,0
8.37,312,10,11.1,0
8.37,312,10,11.1,0
8.9,466,9.5,11.1,1
7.94,468,8.2,11.1,1
8.05,505,7.8,11.1,1
7.72,1040,7,11.1,1
9.22,276,5.3,11.1,0
9.02,388,14,11,0
9.23,508,13,11,0
9.23,508,13,11,0
8.4,277,13,11,0
9.3,248,11,11,0
8.32,371,10,11,0
8.32,371,10,11,0
8.78,320,10,11,0
8,242,10,11,0
9.13,1290,9.9,11,0
8.66,1620,9.6,11,0
9.34,197,9.5,11,0
9.34,197,9.5,11,0
8.26,611,9.1,11,0
8.2,647,8.6,11,0
7.63,595,8.1,11,1
8.77,439,7.6,11,1
8.88,398,7.3,11,0
8.7,682,5.3,11,0
8.9,542,4.7,11,0
8.62,411,17,10.9,0
9.3,673,13,10.9,0
8.2,434,12,10.9,0
8.53,335,9.7,10.9,0
8.04,601,9.5,10.9,0
8.04,601,9.5,10.9,0
8.9,974,8.3,10.9,0
8.93,518,7.9,10.9,0
7.74,564,7.5,10.9,0
7.66,859,7.4,10.9,1
7.92,704,7.1,10.9,1
8.5,685,5.7,10.9,1
8.5,685,5.7,10.9,1
9.19,210,5.7,10.9,0
9.2,585,5.2,10.9,0
8.43,482,4.6,10.9,0
8.21,169,35,10.8,0
8.21,169,35,10.8,0
10,675,15,10.8,1
7.5,690,13,10.8,0
8.33,413,12,10.8,0
8.3,412,12,10.8,0
8.49,398,12,10.8,0
8.15,382,12,10.8,0
8.28,311,12,10.8,0
8.28,311,12,10.8,0
8.3,294,12,10.8,0
7.88,738,11,10.8,1
8.51,463,11,10.8,0
8.73,410,11,10.8,1
8.52,375,11,10.8,0
7.82,354,11,10.8,0
8.15,352,10,10.8,0
8.22,747,8.9,10.8,1
7.48,306,8.8,10.8,0
8.7,1710,8.7,10.8,0
7.6,400,7.8,10.8,0
8.7,1100,7.7,10.8,0
7.68,264,7.7,10.8,0
8.88,5910,4.5,10.8,0
9.3,666,3.8,10.8,0
8.04,166,50,10.7,0
8.04,166,50,10.7,0
9.07,352,19,10.7,1
9.07,352,19,10.7,1
8.15,560,15,10.7,0
9.73,565,14,10.7,0
8.86,598,13,10.7,1
8.3,440,13,10.7,0
8.62,1070,10,10.7,0
8.2,947,10,10.7,0
8.16,580,10,10.7,0
8.13,543,10,10.7,0
9.54,268,9.8,10.7,0
8.3,806,9.4,10.7,0
8.21,443,9.2,10.7,0
8.21,443,9.2,10.7,0
8.08,257,9.2,10.7,0
8.08,257,9.2,10.7,0
8.1,590,9,10.7,0
8.54,601,8.5,10.7,0
8.92,1170,8.3,10.7,0
9.21,224,8.3,10.7,0
8.18,512,8,10.7,1
9.3,216,7.7,10.7,0
8.8,1230,7.4,10.7,0
8.4,697,6.6,10.7,1
8.4,697,6.6,10.7,1
9.2,641,5.8,10.7,0
7.52,300,3.2,10.7,0
7.95,168,45,10.6,0
7.95,168,45,10.6,0
8.08,504,14,10.6,0
8.72,417,14,10.6,0
9.18,184,14,10.6,0
8.84,270,13,10.6,0
8.31,512,12,10.6,0
8.46,398,12,10.6,0
8.35,339,11,10.6,0
8.35,339,11,10.6,0
8.78,279,11,10.6,0
8.11,203,11,10.6,0
7.92,344,9.8,10.6,0
8.6,294,9.8,10.6,0
8.57,266,8.7,10.6,0
8.66,442,7.4,10.6,1
8.82,1090,6.7,10.6,0
9,611,6.1,10.6,0
8.82,311,1.5,10.6,0
8.76,318,1.2,10.6,0
9.14,403,16,10.5,0
8.7,876,15,10.5,0
9.14,1430,13,10.5,0
7.7,1700,10,10.5,0
8.39,280,9.8,10.5,0
9.41,179,9.8,10.5,0
9.41,179,9.8,10.5,0
8.37,521,9.7,10.5,0
9.1,499,9.7,10.5,1
8.44,472,9.6,10.5,0
8.1,395,9.4,10.5,0
8.04,254,9,10.5,0
7.76,580,8.4,10.5,1
7.66,517,8.1,10.5,0
8,564,7.7,10.5,1
8.77,2600,6.6,10.5,0
8.04,698,6.4,10.5,1
9.08,592,6.3,10.5,0
8.6,733,6,10.5,0
7.6,331,5.4,10.5,0
9.1,303,4,10.5,0
8.96,337,20,10.4,0
7.8,202,17,10.4,0
7.84,272,14,10.4,0
8.03,259,12,10.4,0
8.02,508,11,10.4,0
8.66,504,11,10.4,0
8.66,442,11,10.4,0
8.32,422,11,10.4,0
8.2,351,11,10.4,0
8.52,468,9.7,10.4,0
8.4,448,9.5,10.4,0
8.26,540,9.4,10.4,0
9.26,242,9.2,10.4,0
7.93,642,8.8,10.4,1
7.88,591,8.3,10.4,1
7.88,591,8.3,10.4,1
7.8,598,8.2,10.4,1
8.56,379,8.1,10.4,0
8.13,717,7.9,10.4,0
8.21,555,6.1,10.4,1
8.67,1090,5.9,10.4,0
8.67,1090,5.9,10.4,0
7.54,786,5.7,10.4,1
7.1,284,5.7,10.4,0
8.64,610,5.3,10.4,0
8.14,441,18,10.3,0
7.6,795,16,10.3,1
8.33,487,15,10.3,0
8.74,810,14,10.3,0
8.28,443,12,10.3,0
9.13,610,11,10.3,0
7.4,814,10,10.3,0
8.33,622,10,10.3,1
8.33,622,10,10.3,1
8.4,326,9.9,10.3,0
8.16,633,9.4,10.3,0
8.22,424,8.9,10.3,0
8.4,587,8.4,10.3,0
7.47,247,8.1,10.3,0
7.47,247,8.1,10.3,0
9.1,547,6.4,10.3,1
8.8,906,6,10.3,0
7.56,642,5.7,10.3,1
7.74,182,20,10.2,0
8.24,413,15,10.2,0
8.1,565,13,10.2,0
8.58,426,13,10.2,0
7.68,260,13,10.2,0
8.1,297,12,10.2,0
8.4,296,12,10.2,0
8.19,631,11,10.2,1
8.19,631,11,10.2,1
8.21,629,11,10.2,1
8.21,629,11,10.2,1
9.08,600,11,10.2,0
8.66,422,11,10.2,0
8.56,328,11,10.2,0
8.3,601,10,10.2,0
8.69,384,10,10.2,0
8.45,305,10,10.2,0
8.3,349,9.8,10.2,0
8.22,527,9.7,10.2,0
8.15,330,9.5,10.2,0
9.26,222,9.5,10.2,0
9.4,718,9.2,10.2,0
8.11,313,9.2,10.2,0
8.07,327,9.1,10.2,0
8.45,266,9.1,10.2,0
8.32,189,8.2,10.2,0
8.15,592,8,10.2,0
8.15,592,8,10.2,0
9.02,654,7.5,10.2,0
9.02,654,7.5,10.2,0
7.54,648,6.8,10.2,1
9,1530,6.2,10.2,0
9.32,351,5.7,10.2,0
8.8,410,5.6,10.2,0
8.8,272,5.3,10.2,0
8.6,548,4.8,10.2,0
8.6,576,4.3,10.2,0
8.7,1270,3.8,10.2,0
8.7,1300,2.9,10.2,0
8,190,20,10.1,0
8.6,438,13,10.1,0
8.25,370,13,10.1,0
8.25,370,13,10.1,0
8.4,275,13,10.1,0
8.2,427,12,10.1,0
7.6,368,11,10.1,0
9.17,119,11,10.1,0
9.17,119,11,10.1,0
8.72,430,10,10.1,0
8.36,305,9.9,10.1,0
8.5,562,9.4,10.1,0
7.74,634,8.1,10.1,1
7.6,599,8.1,10.1,0
8.82,435,7.8,10.1,0
8.4,1700,7.4,10.1,0
9,710,7.3,10.1,0
7.6,774,6.7,10.1,1
7.7,775,6.4,10.1,1
8.94,364,6,10.1,0
8.94,364,6,10.1,0
8.24,303,5.9,10.1,0
8.81,909,5.4,10.1,0
8.8,1120,4.9,10.1,0
8.45,307,13,10,0
8.72,417,12,10,0
8.3,352,12,10,0
7.5,232,12,10,0
9.46,193,12,10,0
9.46,193,12,10,0
8.4,652,11,10,0
8.18,602,10,10,0
7.8,593,10,10,0
8.62,312,10,10,0
8.65,423,9.9,10,0
8.28,342,9.8,10,0
8.12,608,9.7,10,0
8.21,607,9.6,10,0
8.6,432,9.6,10,0
8.29,344,9.5,10,0
9.37,221,9.3,10,0
7.68,580,9.2,10,1
8.44,359,9,10,0
7.5,855,8.8,10,0
7.8,578,8.6,10,0
8.12,633,8.1,10,0
8.08,508,7.7,10,0
7.4,610,7.5,10,0
8.02,520,6.7,10,0
8.02,520,6.7,10,0
8.8,968,5.8,10,0
8.61,1140,5.5,10,0
8.61,1140,5.5,10,0
8.8,1540,3.9,10,0
8.43,553,3.9,10,0
8.54,325,11,9.9,0
8.52,319,11,9.9,0
8.04,296,11,9.9,0
8.4,368,10,9.9,0
8.79,1090,9.3,9.9,0
8.12,571,9,9.9,0
8.07,605,8.9,9.9,0
9.35,484,7.8,9.9,0
8.74,633,7.7,9.9,0
9.18,216,7.4,9.9,0
7.85,626,6.9,9.9,0
8.38,293,6.1,9.9,0
8.62,543,5.3,9.9,0
7.84,186,17,9.8,0
8.06,520,11,9.8,0
9.33,236,11,9.8,0
8.28,303,10,9.8,0
9.5,765,9.7,9.8,0
9.2,260,9.7,9.8,0
8,225,9.6,9.8,0
9.2,538,7.9,9.8,0
9.2,321,7.6,9.8,1
9.38,227,7.6,9.8,0
8.26,330,7.5,9.8,0
7.4,566,7.4,9.8,1
8.23,593,7.3,9.8,0
8.24,424,7.2,9.8,0
7.84,553,7.1,9.8,0
8.46,371,7,9.8,0
8.4,350,6.9,9.8,0
9.14,243,6.9,9.8,0
8.23,612,6.4,9.8,0
9,633,5.2,9.8,0
8.84,5180,4.4,9.8,0
8.84,5180,4.4,9.8,0
8.29,280,2.4,9.8,0
8,189,17,9.7,0
8.41,506,12,9.7,0
8.2,487,12,9.7,0
8.2,487,12,9.7,0
8.22,457,9.9,9.7,0
8.8,310,9.5,9.7,0
8.46,342,9,9.7,0
7.97,751,8.9,9.7,1
8.76,287,8.9,9.7,0
7.8,570,8.8,9.7,0
8.5,505,8.4,9.7,0
8.7,462,8,9.7,1
8.09,598,7.9,9.7,0
8.68,228,7.5,9.7,0
8.68,228,7.5,9.7,0
8.26,252,7.1,9.7,0
8.26,252,7.1,9.7,0
7.49,263,16,9.6,0
8.5,408,12,9.6,0
8.2,333,12,9.6,0
8.18,293,11,9.6,0
8.56,428,9.9,9.6,0
8.5,344,9.9,9.6,0
7.4,677,9.6,9.6,0
9.24,224,9.5,9.6,0
8.32,444,9.4,9.6,0
8.32,444,9.4,9.6,0
8.06,435,9.2,9.6,0
9.84,247,9.2,9.6,0
8.1,293,9.1,9.6,0
8.31,2010,9,9.6,0
9.2,207,8.9,9.6,0
7.34,102,8.8,9.6,0
7.34,102,8.8,9.6,0
8.28,428,8,9.6,0
8.58,1850,7.8,9.6,0
9.3,414,7.6,9.6,1
7.9,558,7.4,9.6,0
7.56,648,6.9,9.6,1
8.26,94,6.7,9.6,0
8.26,94,6.7,9.6,0
7.92,292,6.6,9.6,0
7.9,689,6.4,9.6,0
9.14,268,6.1,9.6,0
8.1,7600,5.6,9.6,0
8.72,4040,5.5,9.6,0
8.8,585,5.5,9.6,0
7.7,658,5.1,9.6,0
8.62,570,4.3,9.6,1
9.36,273,3.1,9.6,0
8.75,426,13,9.5,0
8.3,422,13,9.5,0
9.26,233,12,9.5,0
9.06,751,11,9.5,0
8.44,346,11,9.5,0
7.94,295,9.8,9.5,0
8.52,1160,9.7,9.5,1
8.16,258,9.6,9.5,0
7.86,553,8,9.5,0
8.9,506,6.2,9.5,0
8.9,506,6.2,9.5,0
8.9,502,6,9.5,0
9.4,598,5.4,9.5,0
8.62,242,4.2,9.5,0
7.2,654,3.5,9.5,0
9.1,230,3.2,9.5,0
7.94,286,33,9.4,0
8,191,17,9.4,0
8.44,466,12,9.4,0
8.62,301,10,9.4,0
8.2,274,9.9,9.4,0
8.39,210,9.9,9.4,0
8.39,210,9.9,9.4,0
8.65,442,9.4,9.4,0
7.73,300,9,9.4,0
8.08,306,8.6,9.4,0
8.45,712,8.4,9.4,0
7.72,578,7,9.4,1
8.29,491,6,9.4,1
7.71,710,5.7,9.4,1
8.4,214,14,9.3,0
8.47,382,12,9.3,0
8.27,458,10,9.3,0
8.27,458,10,9.3,0
9.1,314,9.7,9.3,0
7.4,237,9.3,9.3,0
8.2,581,9,9.3,0
9,234,8.7,9.3,0
8.26,454,8.2,9.3,0
7.3,674,7.4,9.3,0
8.4,758,6.6,9.3,0
9.09,362,5.4,9.3,0
8.6,635,5.3,9.3,0
9.04,2550,5.2,9.3,0
8.97,328,5.2,9.3,0
8.18,241,4.7,9.3,0
9.7,152,3.3,9.3,0
9.43,273,2.9,9.3,0
7.8,269,21,9.2,0
8,191,19,9.2,0
8.08,238,16,9.2,0
8.04,453,13,9.2,0
8.1,466,11,9.2,0
8.39,1100,10,9.2,0
8,450,10,9.2,0
8.36,427,10,9.2,0
8.6,256,10,9.2,0
8.5,484,9.7,9.2,0
8.7,228,9.1,9.2,0
9.31,242,8.6,9.2,0
8.42,352,8.4,9.2,0
8.21,342,8.3,9.2,0
8.21,342,8.3,9.2,0
8.14,456,8.1,9.2,0
8.14,420,7.9,9.2,0
7.77,583,7.6,9.2,0
8.22,294,6.8,9.2,0
7.72,234,6.7,9.2,0
8.48,1100,6.1,9.2,0
8.48,1100,6.1,9.2,0
8.62,518,4.8,9.2,0
8.26,452,4.6,9.2,0
8.26,452,4.6,9.2,0
8.9,295,4.4,9.2,0
8.99,2420,4,9.2,0
8.5,238,11,9.1,0
7.62,750,10,9.1,1
8.62,267,9.6,9.1,0
8.38,378,9.2,9.1,0
8.75,270,8.9,9.1,0
9.1,214,8.6,9.1,0
8.17,541,8.5,9.1,0
8.69,287,8.2,9.1,0
7.83,611,7.4,9.1,1
7.7,416,7.1,9.1,1
9.1,315,6.8,9.1,0
8.71,406,6.4,9.1,0
8.36,540,6.2,9.1,0
8.36,540,6.2,9.1,0
8.3,651,5.9,9.1,0
8.21,570,5.7,9.1,0
8.37,352,5.3,9.1,0
9.22,542,13,9,0
8.06,298,13,9,0
8.58,456,11,9,0
7.93,438,11,9,0
9.31,362,10,9,0
8.33,289,10,9,0
8.2,260,10,9,0
8.69,666,9.8,9,0
8,407,9.6,9,0
8.7,636,9.5,9,0
8.4,446,9.3,9,0
8.9,473,8.9,9,0
8.2,350,8.7,9,0
8.38,360,8.5,9,0
8.21,455,8.4,9,0
9.28,250,8.1,9,0
8.52,295,6.6,9,0
8.52,295,6.6,9,0
7.3,596,6.3,9,1
7.95,770,6.2,9,0
7.95,770,6.2,9,0
8.4,1810,6.1,9,0
8.6,1130,6.1,9,0
9.17,425,5.8,9,0
9.3,255,5.8,9,0
8.76,274,5.6,9,0
8.8,282,5.4,9,0
8.03,485,4.4,9,0
8.6,1360,3.2,9,0
9.04,507,3.2,9,0
8.9,245,2.2,9,0
7.1,246,12,8.9,0
8.18,371,9.8,8.9,0
8.26,555,9.2,8.9,0
8.78,332,9,8.9,0
7.82,356,8.9,8.9,0
9.19,247,8.9,8.9,0
8.46,448,8.8,8.9,0
9.6,336,8.8,8.9,0
8.5,309,8.6,8.9,0
8.32,415,8.3,8.9,0
7.81,608,8,8.9,1
8.53,453,7.7,8.9,0
8.53,453,7.7,8.9,0
9.24,212,7.6,8.9,0
7.5,540,7.5,8.9,1
8.14,564,7.4,8.9,0
8.47,95,7.3,8.9,0
8.47,95,7.3,8.9,0
8.08,692,6.3,8.9,1
8.82,684,5.7,8.9,0
8.82,684,5.7,8.9,0
7.58,687,5.5,8.9,1
8.28,520,3.8,8.9,0
7.9,189,20,8.8,0
7.85,185,15,8.8,0
8.34,376,14,8.8,0
8.14,606,11,8.8,0
8.46,505,11,8.8,0
7.9,471,11,8.8,0
8.22,365,11,8.8,0
8.5,314,11,8.8,0
8.37,458,10,8.8,0
8.37,458,10,8.8,0
7.89,394,10,8.8,0
